yt_url,title,author,views,views_numeric,scaled_views,date,year,thumb_url,img_id,rgn,hsl,hex,red,green,blue,hue,sat,lig,PC1,PC2,PC3,PC4,PC5
https://www.youtube.com/watch?v=XqZsoesa55w&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=1&pp=iAQB,Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,Baby Shark - Pinkfong Kids’ Songs & Stories,15B views,15000000000,1000,8 years ago,2016,https://img.youtube.com/vi/XqZsoesa55w/hqdefault.jpg,XqZsoesa55w,"rgb(236, 156, 163)",hsl(355 68% 77%),#ec9ca3,236,156,163,355,68,77,2.146277049,2.494072219,0.645153365,-0.4280767536,-0.2611186635
https://www.youtube.com/watch?v=kJQP7kiw5Fk&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=2&pp=iAQB,Luis Fonsi - Despacito ft. Daddy Yankee,Luis Fonsi,8.5B views,8500000000,566.6666667,7 years ago,2017,https://img.youtube.com/vi/kJQP7kiw5Fk/hqdefault.jpg,kJQP7kiw5Fk,"rgb(50, 37, 9)",hsl(41 69% 12%),#322509,50,37,9,41,69,12,-1.632190311,0.08462190256,2.308692008,-0.0543196567,0.133144816
https://www.youtube.com/watch?v=F4tHL8reNCs&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=3&pp=iAQB,Johny Johny Yes Papa 👶 THE BEST Song for Children | Kids Songs | LooLoo Kids,LooLoo Kids - Nursery Rhymes and Kids Songs,6.9B views,6900000000,460,8 years ago,2016,https://img.youtube.com/vi/F4tHL8reNCs/hqdefault.jpg,F4tHL8reNCs,"rgb(185, 126, 82)",hsl(26 42% 52%),#b97e52,185,126,82,26,42,52,0.5460200519,-0.6303018997,0.9226208361,-0.3521519783,-0.0529969397
https://www.youtube.com/watch?v=WRVsOCh907o&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=4&pp=iAQB,Bath Song | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,6.8B views,6800000000,453.3333333,6 years ago,2018,https://img.youtube.com/vi/WRVsOCh907o/hqdefault.jpg,WRVsOCh907o,"rgb(225, 200, 193)",hsl(13 35% 82%),#e1c8c1,225,200,193,13,35,82,2.814672521,-0.8390591431,0.3072728919,0.1012965591,-0.1163739772
https://www.youtube.com/watch?v=e_04ZrNroTo&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=5&pp=iAQB,Wheels on the Bus | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,6.6B views,6600000000,440,6 years ago,2018,https://img.youtube.com/vi/e_04ZrNroTo/hqdefault.jpg,e_04ZrNroTo,"rgb(198, 177, 108)",hsl(46 44% 60%),#c6b16c,198,177,108,46,44,60,1.413920886,-0.4891594189,0.8294709108,-0.487720543,0.2929771221
https://www.youtube.com/watch?v=RgKAFK5djSk&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=6&pp=iAQB,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,Wiz Khalifa,6.4B views,6400000000,426.6666667,9 years ago,2015,https://img.youtube.com/vi/RgKAFK5djSk/hqdefault.jpg,RgKAFK5djSk,"rgb(19, 19, 17)",hsl(60 6% 7%),#131311,19,19,17,60,6,7,-2.235056047,-0.9147340218,-0.4304114402,0.1158722587,-0.007877044906
https://www.youtube.com/watch?v=JGwWNGJdvx8&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=7&pp=iAQB,Ed Sheeran - Shape of You (Official Music Video),Ed Sheeran,6.3B views,6300000000,420,7 years ago,2017,https://img.youtube.com/vi/JGwWNGJdvx8/hqdefault.jpg,JGwWNGJdvx8,"rgb(48, 60, 74)",hsl(212 21% 24%),#303c4a,48,60,74,212,21,24,-0.9413839721,0.5658018166,-0.5057502419,0.07916585859,0.04304644222
https://www.youtube.com/watch?v=hq3yfQnllfQ&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=8&pp=iAQB,Phonics Song with TWO Words - A For Apple - ABC Alphabet Songs with Sounds for Children,ChuChu TV Nursery Rhymes & Kids Songs,6B views,6000000000,400,10 years ago,2014,https://img.youtube.com/vi/hq3yfQnllfQ/hqdefault.jpg,hq3yfQnllfQ,"rgb(47, 79, 166)",hsl(224 56% 42%),#2f4fa6,47,79,166,224,56,42,0.6520320177,1.432084046,0.6749914977,0.8354054227,-0.2243245434
https://www.youtube.com/watch?v=9bZkp7q19f0&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=10&pp=iAQB,PSY - GANGNAM STYLE(강남스타일) M/V,officialpsy,5.3B views,5300000000,353.3333333,12 years ago,2012,https://img.youtube.com/vi/9bZkp7q19f0/hqdefault.jpg,9bZkp7q19f0,"rgb(204, 192, 192)",hsl(0 11% 78%),#ccc0c0,204,192,192,0,11,78,2.498059162,-1.380159932,-0.6533625764,0.1899937689,-0.1323735906
https://www.youtube.com/watch?v=OPf0YbXqDm0&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=9&pp=iAQB,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,Mark Ronson,5.3B views,5300000000,353.3333333,9 years ago,2015,https://img.youtube.com/vi/OPf0YbXqDm0/hqdefault.jpg,OPf0YbXqDm0,"rgb(213, 195, 197)",hsl(353 18% 80%),#d5c3c5,213,195,197,353,18,80,2.545910313,1.514567897,-1.583928553,-0.3479167447,0.007168374193
https://www.youtube.com/watch?v=_nAu9D-8srA&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=11&pp=iAQB,Learning Colors – Colorful Eggs on a Farm,Мирошка ТВ,5.1B views,5100000000,340,6 years ago,2018,https://img.youtube.com/vi/_nAu9D-8srA/hqdefault.jpg,_nAu9D-8srA,"rgb(61, 80, 30)",hsl(83 45% 22%),#3d501e,61,80,30,83,45,22,-1.001317964,-0.09602216889,1.052341717,-0.3104454132,0.3120152383
https://www.youtube.com/watch?v=k85mRPqvMbE&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=13&pp=iAQB,Crazy Frog - Axel F (Official Video),Crazy Frog,4.8B views,4800000000,320,15 years ago,2009,https://img.youtube.com/vi/k85mRPqvMbE/hqdefault.jpg,k85mRPqvMbE,"rgb(62, 46, 42)",hsl(12 19% 20%),#3e2e2a,62,46,42,12,19,20,-1.384168559,-1.063632561,0.189025183,0.1443428874,-0.07968002828
https://www.youtube.com/watch?v=FzG4uDgje3M&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=12&pp=iAQB,"El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records]",Ultra Records,4.8B views,4800000000,320,6 years ago,2018,https://img.youtube.com/vi/FzG4uDgje3M/hqdefault.jpg,FzG4uDgje3M,"rgb(194, 148, 144)",hsl(5 29% 66%),#c29490,194,148,144,5,29,66,1.5261296,-0.990096496,0.2571500411,0.06826821979,-0.2447236618
https://www.youtube.com/watch?v=KYniUCGPGLs&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=14&pp=iAQB,Masha and The Bear - Recipe for disaster (Episode 17),Get Movies,4.6B views,4600000000,306.6666667,12 years ago,2012,https://img.youtube.com/vi/KYniUCGPGLs/hqdefault.jpg,KYniUCGPGLs,"rgb(110, 58, 36)",hsl(18 51% 29%),#6e3a24,110,58,36,18,51,29,-0.9259967834,-0.4518165855,1.521317957,-0.116634681,-0.1467164551
https://www.youtube.com/watch?v=3bLfzgZ-wO8&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=16&pp=iAQB,लकड़ी की काठी | Lakdi ki kathi | Popular Hindi Children Songs | Animated Songs by JingleToons,Jingle Toons,4.2B views,4200000000,280,6 years ago,2018,https://img.youtube.com/vi/3bLfzgZ-wO8/hqdefault.jpg,3bLfzgZ-wO8,"rgb(59, 56, 73)",hsl(251 13% 25%),#3b3849,59,56,73,251,13,25,-1.024658042,0.7218793239,-0.9749495152,0.0001088777825,-0.02214163014
https://www.youtube.com/watch?v=MR5XSOdjKMA&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=15&pp=iAQB,Baa Baa Black Sheep | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,4.2B views,4200000000,280,6 years ago,2018,https://img.youtube.com/vi/MR5XSOdjKMA/hqdefault.jpg,MR5XSOdjKMA,"rgb(222, 171, 160)",hsl(11 48% 75%),#deaba0,222,171,160,11,48,75,2.191870392,-0.6055467923,0.9759793023,-0.001270028228,-0.2157177279
https://www.youtube.com/watch?v=09R8_2nJtjg&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=17&pp=iAQB,Maroon 5 - Sugar (Official Music Video),Maroon 5,4.1B views,4100000000,273.3333333,9 years ago,2015,https://img.youtube.com/vi/09R8_2nJtjg/hqdefault.jpg,09R8_2nJtjg,"rgb(43, 119, 126)",hsl(185 49% 33%),#2b777e,43,119,126,185,49,33,0.422409851,0.8664132501,0.5943800525,0.3133377464,0.45477634
https://www.youtube.com/watch?v=hT_nvWreIhg&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=19&pp=iAQB,OneRepublic - Counting Stars,OneRepublic,4B views,4000000000,266.6666667,11 years ago,2013,https://img.youtube.com/vi/hT_nvWreIhg/hqdefault.jpg,hT_nvWreIhg,"rgb(55, 60, 49)",hsl(87 10% 21%),#373c31,55,60,49,87,10,21,-1.255906932,-0.6617746152,-0.4782147598,0.002473035914,0.06572776329
https://www.youtube.com/watch?v=AETFvQonfV8&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=18&pp=iAQB,श्री हनुमान चालीसा 🌺🙏| Shree Hanuman Chalisa Original Video |🙏🌺| GULSHAN KUMAR | HARIHARAN |Full HD,T-Series Bhakti Sagar,4B views,4000000000,266.6666667,13 years ago,2011,https://img.youtube.com/vi/AETFvQonfV8/hqdefault.jpg,AETFvQonfV8,"rgb(189, 166, 127)",hsl(38 32% 62%),#bda67f,189,166,127,38,32,62,1.45487478,-0.7303854552,0.3059031528,-0.2265707483,0.08942074562
https://www.youtube.com/watch?v=pRpeEdMmmQ0&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=20&pp=iAQB,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),Shakira,4B views,4000000000,266.6666667,14 years ago,2010,https://img.youtube.com/vi/pRpeEdMmmQ0/hqdefault.jpg,pRpeEdMmmQ0,"rgb(175, 123, 99)",hsl(19 32% 54%),#af7b63,175,123,99,19,32,54,0.6527574253,-0.8429778052,0.4799109655,-0.1606895452,-0.1641250451
https://www.youtube.com/watch?v=CevxZvSJLk8&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=21&pp=iAQB,Katy Perry - Roar,Katy Perry,4B views,4000000000,266.6666667,11 years ago,2013,https://img.youtube.com/vi/CevxZvSJLk8/hqdefault.jpg,CevxZvSJLk8,"rgb(206, 152, 101)",hsl(29 52% 60%),#ce9865,206,152,101,29,52,60,1.186436923,-0.4390471759,1.261684241,-0.3925628467,0.02221359787
https://www.youtube.com/watch?v=138nNxXUJXw&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=22&pp=iAQB,Humpty the Train on a Fruits Ride | हम्प्टी ट्रैन और उसके फल दोस्तों से मिलिए  | Kiddiestv Hindi,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,3.9B views,3900000000,260,6 years ago,2018,https://img.youtube.com/vi/138nNxXUJXw/hqdefault.jpg,138nNxXUJXw,"rgb(173, 129, 92)",hsl(27 33% 52%),#ad815c,173,129,92,27,33,52,0.6030862782,-0.7812542975,0.5105843903,-0.2594760722,-0.03519954435
https://www.youtube.com/watch?v=0KSOMA3QBU0&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=24&pp=iAQB,Katy Perry - Dark Horse ft. Juicy J,Katy Perry,3.8B views,3800000000,253.3333333,10 years ago,2014,https://img.youtube.com/vi/0KSOMA3QBU0/hqdefault.jpg,0KSOMA3QBU0,"rgb(26, 25, 28)",hsl(260 6% 10%),#1a191c,26,25,28,260,6,10,-2.080754355,0.6541646997,-1.15139605,-0.1494673772,0.05900194266
https://www.youtube.com/watch?v=lp-EO5I60KA&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=26&pp=iAQB,Ed Sheeran - Thinking Out Loud (Official Music Video),Ed Sheeran,3.8B views,3800000000,253.3333333,10 years ago,2014,https://img.youtube.com/vi/lp-EO5I60KA/hqdefault.jpg,lp-EO5I60KA,"rgb(65, 64, 54)",hsl(55 9% 23%),#414036,65,64,54,55,9,23,-1.127232694,-0.9320268776,-0.4285223078,0.05683746518,0.03778418785
https://www.youtube.com/watch?v=fRh_vgS2dFE&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=23&pp=iAQB,Justin Bieber - Sorry (PURPOSE : The Movement),Justin Bieber,3.8B views,3800000000,253.3333333,8 years ago,2016,https://img.youtube.com/vi/fRh_vgS2dFE/hqdefault.jpg,fRh_vgS2dFE,"rgb(211, 181, 173)",hsl(13 30% 75%),#d3b5ad,211,181,173,13,30,75,2.280812463,-0.926927873,0.1664457114,0.0742482987,-0.1332232604
https://www.youtube.com/watch?v=2Vv-BfVoq4g&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=25&pp=iAQB,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,3.8B views,3800000000,253.3333333,6 years ago,2018,https://img.youtube.com/vi/2Vv-BfVoq4g/hqdefault.jpg,2Vv-BfVoq4g,"rgb(205, 144, 245)",hsl(276 83% 76%),#cd90f5,205,144,245,276,83,76,2.846012095,2.331744292,1.35943246,0.8204579025,-0.4114083696
https://www.youtube.com/watch?v=60ItHLz5WEA&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=28&pp=iAQB,Alan Walker - Faded,Alan Walker,3.7B views,3700000000,246.6666667,8 years ago,2016,https://img.youtube.com/vi/60ItHLz5WEA/hqdefault.jpg,60ItHLz5WEA,"rgb(155, 152, 157)",hsl(276 2% 61%),#9b989d,155,152,157,276,2,61,1.306044189,0.6384978,-1.846328178,-0.1751047263,0.01413716395
https://www.youtube.com/watch?v=RBumgq5yVrA&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=27&pp=iAQB,Passenger | Let Her Go (Official Video),Passenger,3.7B views,3700000000,246.6666667,12 years ago,2012,https://img.youtube.com/vi/RBumgq5yVrA/hqdefault.jpg,RBumgq5yVrA,"rgb(32, 22, 20)",hsl(10 23% 10%),#201614,32,22,20,10,23,10,-1.99204738,-0.9860066906,0.4490580567,0.1876723579,-0.05731417289
https://www.youtube.com/watch?v=YqeW9_5kURI&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=30&pp=iAQB,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official Music Video],Major Lazer Official,3.6B views,3600000000,240,9 years ago,2015,https://img.youtube.com/vi/YqeW9_5kURI/hqdefault.jpg,YqeW9_5kURI,"rgb(48, 34, 37)",hsl(347 17% 16%),#302225,48,34,37,347,17,16,-1.744185969,1.535764831,-1.019059732,-0.313637316,0.04279240437
https://www.youtube.com/watch?v=aJOTlE1K90k&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=29&pp=iAQB,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),Maroon 5,3.6B views,3600000000,240,6 years ago,2018,https://img.youtube.com/vi/aJOTlE1K90k/hqdefault.jpg,aJOTlE1K90k,"rgb(211, 177, 167)",hsl(14 33% 74%),#d3b1a7,211,177,167,14,33,74,2.188659381,-0.8642851106,0.3091311119,0.04237890566,-0.1432553534
https://www.youtube.com/watch?v=e-ORhEE9VVg&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=33&pp=iAQB,Taylor Swift - Blank Space,Taylor Swift,3.5B views,3500000000,233.3333333,9 years ago,2015,https://img.youtube.com/vi/e-ORhEE9VVg/hqdefault.jpg,e-ORhEE9VVg,"rgb(54, 53, 56)",hsl(260 3% 21%),#363538,54,53,56,260,3,21,-1.355539285,0.5823255379,-1.380978798,-0.1538083553,0.05161003724
https://www.youtube.com/watch?v=NUsoVlDFqZg&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=31&pp=iAQB,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona",Enrique Iglesias,3.5B views,3500000000,233.3333333,10 years ago,2014,https://img.youtube.com/vi/NUsoVlDFqZg/hqdefault.jpg,NUsoVlDFqZg,"rgb(16, 23, 26)",hsl(198 24% 8%),#10171a,16,23,26,198,24,8,-2.030270678,0.5153232171,-0.1662522312,-0.005902626291,0.08984615807
https://www.youtube.com/watch?v=020g-0hhCAU&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=32&pp=iAQB,Baby Shark | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,3.5B views,3500000000,233.3333333,6 years ago,2018,https://img.youtube.com/vi/020g-0hhCAU/hqdefault.jpg,020g-0hhCAU,"rgb(179, 135, 76)",hsl(34 40% 50%),#b3874c,179,135,76,34,40,50,0.512996797,-0.6291448232,0.8214795199,-0.4599699064,0.1047284944
https://www.youtube.com/watch?v=nfWlot6h_JM&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=34&pp=iAQB,Taylor Swift - Shake It Off,Taylor Swift,3.4B views,3400000000,226.6666667,10 years ago,2014,https://img.youtube.com/vi/nfWlot6h_JM/hqdefault.jpg,nfWlot6h_JM,"rgb(64, 58, 66)",hsl(285 6% 24%),#403a42,64,58,66,285,6,24,-1.144823973,0.8398149396,-1.371362173,-0.1447679026,0.03555519566
https://www.youtube.com/watch?v=astISOttCQ0&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=35&pp=iAQB,The Gummy Bear Song - Long English Version,icanrockyourworld,3.4B views,3400000000,226.6666667,17 years ago,2007,https://img.youtube.com/vi/astISOttCQ0/hqdefault.jpg,astISOttCQ0,"rgb(188, 204, 191)",hsl(131 14% 77%),#bcccbf,188,204,191,131,14,77,2.550185863,-0.3195197168,-0.9798770118,-0.07770117569,0.08948918891
https://www.youtube.com/watch?v=L0MK7qz13bU&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=36&pp=iAQB,FROZEN | Let It Go Sing-along | Official Disney UK,Disney UK,3.4B views,3400000000,226.6666667,10 years ago,2014,https://img.youtube.com/vi/L0MK7qz13bU/hqdefault.jpg,L0MK7qz13bU,"rgb(22, 20, 86)",hsl(242 62% 21%),#161456,22,20,86,242,62,21,-1.015847836,1.677071821,1.132519137,0.5183821422,-0.2534399143
https://www.youtube.com/watch?v=wnJ6LuUFpMo&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=37&pp=iAQB,"J Balvin, Willy William - Mi Gente (Official Video)",J Balvin,3.4B views,3400000000,226.6666667,7 years ago,2017,https://img.youtube.com/vi/wnJ6LuUFpMo/hqdefault.jpg,wnJ6LuUFpMo,"rgb(22, 159, 162)",hsl(181 76% 36%),#169fa2,22,159,162,181,76,36,1.327584133,1.340941459,1.633369094,0.5222887076,0.8360324005
https://www.youtube.com/watch?v=3AtDnEC4zak&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=40&pp=iAQB,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],Charlie Puth,3.2B views,3200000000,213.3333333,8 years ago,2016,https://img.youtube.com/vi/3AtDnEC4zak/hqdefault.jpg,3AtDnEC4zak,"rgb(32, 40, 37)",hsl(158 11% 14%),#202825,32,40,37,158,11,14,-1.714417666,-0.06394159803,-0.627052163,-0.02364395453,0.07382339021
https://www.youtube.com/watch?v=kffacxfA7G4&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=39&pp=iAQB,Justin Bieber - Baby ft. Ludacris,Justin Bieber,3.2B views,3200000000,213.3333333,14 years ago,2010,https://img.youtube.com/vi/kffacxfA7G4/hqdefault.jpg,kffacxfA7G4,"rgb(8, 17, 25)",hsl(208 52% 6%),#081119,8,17,25,208,52,6,-1.967208218,1.138853586,0.9965152196,0.07303034186,0.1208635053
https://www.youtube.com/watch?v=ohHYABXMqUQ&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=38&pp=iAQB,Yes Yes Vegetables Song | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,3.2B views,3200000000,213.3333333,6 years ago,2018,https://img.youtube.com/vi/ohHYABXMqUQ/hqdefault.jpg,ohHYABXMqUQ,"rgb(219, 167, 137)",hsl(22 53% 70%),#dba789,219,167,137,22,53,70,1.869749009,-0.451064524,1.216259115,-0.1893058396,-0.1022213558
https://www.youtube.com/watch?v=PT2_F-1esPk&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=43&pp=iAQB,The Chainsmokers - Closer (Lyric) ft. Halsey,The Chainsmokers,3.1B views,3100000000,206.6666667,8 years ago,2016,https://img.youtube.com/vi/PT2_F-1esPk/hqdefault.jpg,PT2_F-1esPk,"rgb(40, 52, 53)",hsl(185 14% 18%),#283435,40,52,53,185,14,18,-1.367219441,0.2063769876,-0.6451948026,-0.0006057426194,0.1063493004
https://www.youtube.com/watch?v=Fn9adh4HWUU&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=44&pp=iAQB,UPA CAVALINHO - Galinha Pintadinha 4 - OFICIAL,Galinha Pintadinha,3.1B views,3100000000,206.6666667,7 years ago,2017,https://img.youtube.com/vi/Fn9adh4HWUU/hqdefault.jpg,Fn9adh4HWUU,"rgb(204, 182, 211)",hsl(286 25% 77%),#ccb6d3,204,182,211,286,25,77,2.547723498,1.176173826,-1.079023102,0.06699479203,-0.07918375961
https://www.youtube.com/watch?v=YQHsXMglC9A&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=41&pp=iAQB,Adele - Hello (Official Music Video),Adele,3.1B views,3100000000,206.6666667,8 years ago,2016,https://img.youtube.com/vi/YQHsXMglC9A/hqdefault.jpg,YQHsXMglC9A,"rgb(40, 48, 20)",hsl(77 41% 13%),#283014,40,48,20,77,41,13,-1.601666709,-0.1683298446,0.961282547,-0.09391255582,0.2013042225
https://www.youtube.com/watch?v=KTOwPz-zMWY&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=42&pp=iAQB,Yes Yes Playground Song | @CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,3.1B views,3100000000,206.6666667,5 years ago,2019,https://img.youtube.com/vi/KTOwPz-zMWY/hqdefault.jpg,KTOwPz-zMWY,"rgb(221, 198, 172)",hsl(32 42% 77%),#ddc6ac,221,198,172,32,42,77,2.537549148,-0.5837484189,0.5986524047,-0.0833474036,0.02468726091
https://www.youtube.com/watch?v=k2qgadSvNyU&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=45&pp=iAQB,Dua Lipa - New Rules (Official Music Video),Dua Lipa,3B views,3000000000,200,7 years ago,2017,https://img.youtube.com/vi/k2qgadSvNyU/hqdefault.jpg,k2qgadSvNyU,"rgb(117, 97, 84)",hsl(24 16% 39%),#756154,117,97,84,24,16,39,-0.1535293707,-1.068266434,-0.1422081169,0.02679056089,-0.05271767777
https://www.youtube.com/watch?v=papuvlVeZg8&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=47&pp=iAQB,Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video],Clean Bandit,2.9B views,2900000000,193.3333333,7 years ago,2017,https://img.youtube.com/vi/papuvlVeZg8/hqdefault.jpg,papuvlVeZg8,"rgb(32, 30, 33)",hsl(280 5% 12%),#201e21,32,30,33,280,5,12,-1.959639123,0.7888347176,-1.28072606,-0.1831314833,0.06479147117
https://www.youtube.com/watch?v=pXRviuL6vMY&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=48&pp=iAQB,twenty one pilots: Stressed Out [OFFICIAL VIDEO],Fueled By Ramen,2.9B views,2900000000,193.3333333,9 years ago,2015,https://img.youtube.com/vi/pXRviuL6vMY/hqdefault.jpg,pXRviuL6vMY,"rgb(146, 150, 161)",hsl(224 7% 60%),#9296a1,146,150,161,224,7,60,1.347533006,0.3393120375,-1.463106191,-0.007878729353,0.002086351122
https://www.youtube.com/watch?v=EGymN-Lc87M&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=51&pp=iAQB,Old MacDonald Had a Farm - Kids nursery rhymes,Bounce Patrol - Kids Songs,2.9B views,2900000000,193.3333333,10 years ago,2014,https://img.youtube.com/vi/EGymN-Lc87M/hqdefault.jpg,EGymN-Lc87M,"rgb(202, 190, 186)",hsl(15 13% 76%),#cabeba,202,190,186,15,13,76,2.390055862,-1.229034667,-0.601233196,0.1399911234,-0.08798169693
https://www.youtube.com/watch?v=6Mgqbai3fKo&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=46&pp=iAQB,Shakira - Chantaje (Official Video) ft. Maluma,Shakira,2.9B views,2900000000,193.3333333,7 years ago,2017,https://img.youtube.com/vi/6Mgqbai3fKo/hqdefault.jpg,6Mgqbai3fKo,"rgb(45, 58, 76)",hsl(215 26% 24%),#2d3a4c,45,58,76,215,26,24,-0.9116589019,0.6916176932,-0.3074703452,0.1176584015,0.02818822829
https://www.youtube.com/watch?v=1_zgKRBrT0Y&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=50&pp=iAQB,"Pedro Capó, Farruko - Calma (Remix - Official Video)",Pedro Capó,2.9B views,2900000000,193.3333333,6 years ago,2018,https://img.youtube.com/vi/1_zgKRBrT0Y/hqdefault.jpg,1_zgKRBrT0Y,"rgb(121, 41, 76)",hsl(334 49% 32%),#79294c,121,41,76,334,49,32,-0.7734902304,2.077872339,0.2618484335,-0.07621745034,-0.2974269205
https://www.youtube.com/watch?v=H6qNS9toSWk&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=49&pp=iAQB,أغنية هالصيصان شو حلوين 2018,Katakit Baby TV,2.9B views,2900000000,193.3333333,6 years ago,2018,https://img.youtube.com/vi/H6qNS9toSWk/hqdefault.jpg,H6qNS9toSWk,"rgb(218, 187, 69)",hsl(48 67% 56%),#dabb45,218,187,69,48,67,56,1.215039883,-0.1163454574,1.892922806,-0.9325420828,0.5601868765
https://www.youtube.com/watch?v=5GL9JoH4Sws&list=PLirAqAtl_h2r5g8xGajEwdXd3x1sZh8hC&index=53&pp=iAQB,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,Fifth Harmony,2.8B views,2800000000,186.6666667,8 years ago,2016,https://img.youtube.com/vi/5GL9JoH4Sws/hqdefault.jpg,5GL9JoH4Sws,"rgb(229, 226, 226)",hsl(0 5% 89%),#e5e2e2,229,226,226,0,5,89,3.309902598,-1.508758828,-1.029176696,0.2213404748,-0.07963094614
